On Veterans Day::: we honor the men and women who have served our country and are reminded how grateful we are for their service and sacrifice.,2021-11-11 12:30:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“Every student at UConn should have a chance::: and worrying about food should not be something that a student is stressed out about.""

UConn student organizers have created Husky Market::: a program that provides grocery store gift cards to students experiencing food insecurity – the lack of consistent and reliable access to the financial resources needed to lead a healthy::: nutritious lifestyle. Established in 2019 to purchase groceries for students in need::: Husky Market pivoted during the COVID-19 pandemic to provide gift cards – a contactless way to help that's sensitive to dietary restrictions and completely confidential. https://today.uconn.edu/2021/11/students-help-students-in-fight-against-food-insecurity/

TODAY.UCONN.EDU
Students Help Students In Fight Against Food Insecurity - UConn Today",2021-11-10 17:10:02,It would be so awesome to see this at the regional campus since they don’t have dining halls,Way to be extra great UCONN!!,"The words ""malnutrition"" and in some cases ""starvation"" are better terms than ""food insecurity"". No one should go hungry in a country as wealthy as ours. I read that Jeff Bezos has enough money to give every Amazon employee $110k. I guess he has ""wealth security"".","This is great! I remember the ""god ol' days"" when we weren't fed on the weekends and some of us didn't really have the means to go out to eat......",I’m impressed by what the students are doing. I had another daughter at a private university and while they discussed the topic::: they never took any useful action.,Great program but it should be expanded to the regional campuses also,.....the students at your multimillion dollar university have to help each other not starve. And you're expecting us to cheer that?,This is such a great project. Yet it's so sad that we need this in our wealthy state and nation. Thanks::: students.,If they really want to help impeach Biden and Harris::: since many of them caused the problem with their vote for Biden.,Unfortunately::: food insecurity is a HUGE problem at the Stamford campus. There are NO food services on campus::: let alone support.,What a wonderful idea. I remember my days in college many years ago when some of the students did not have money for the food program. It was truly sad to see them sit there with nothing in front of them. Many of us shared our food with them. How nice it would have been to have a program as you have.,Amazing::: we love this!!👏💚,Wonderful,Nice work Ethan,There is also the food pantry at the Storrs Congregational Church,The link to the application is not working,Alex Beltran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of the first universities to test its own wastewater for SARS-CoV-2::: the virus that causes COVID-19::: UConn has been committed to improving the health and safety of our community from the start. We are proud to be a part of the Centers of Excellence Program with Ceres Nanosciences::: which allowed us to expand testing capacity throughout New England. https://www.ceresnano.com/press-release-coe9

CERESNANO.COM
Ceres Establishes Nine Wastewater COVID-19 Surveillance Centers of Excellence",2021-11-10 13:12:02,"Need an original essay? 🤔 Order here and get a discount! 👇
https://
writepaperfor.me
/
place-new-order?
rt=kyh1QMik&dis
count=ORIGINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Once again::: The Association for the Advancement of Sustainability in Higher Education (AASHE) has recognized UConn as a leader the environmental::: social::: and economic dimensions of sustainability. We're is just one of 11 universities worldwide to be awarded platinum status.

Using the Sustainability Tracking::: Assessment & Rating System (STARS)::: AASHE ranked UConn as the number 5 overall Doctorate University and we led the rankings in campus engagement::: public engagement::: and water use reduction and rainwater management. https://www.aashe.org/sustainable-campus-index/",2021-11-09 17:08:21,Awesome job!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Through the UConn Early College Experience program::: students in 60 high schools across Connecticut can take courses in plant science::: soil science::: and environmental science – offered by the College of Agriculture::: Health::: and Natural Resources. Students enrolled in these classes can fulfill general education courses and get a head start on completing their college degree::: as well as get insight into the academic rigor of UConn classes. https://today.uconn.edu/2021/11/unique-college-experience-for-connecticut-high-school-students/

TODAY.UCONN.EDU
Unique College Experience for Connecticut High School Students - UConn Today",2021-11-09 13:01:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Connecticut students::: save the date!

Monday::: November 15 is Application Fee Free Day. Connecticut high school seniors applying to UConn on November 15 for the Fall 2022 term will have the opportunity to waive their admission application fee.

Begin your application: https://admissions.uconn.edu/apply/",2021-11-08 18:08:03,Is there an “application fee free day for out-of-state students who are children of alumni?”,Felicia DelGiudice,Kris Carangelo Bessette,Elena Calo Carrello Is UConn on Grace's list?,thanksgiv,Joe Crisalli for Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basketball has begun – and the Huskies are in their second season after returning to the Big East. Take a look back at UConn's first year back home::: a season that included seven different Big East championships::: in the Fall '21 edition of #UConnMag. https://magazine.uconn.edu/2021/10/14/huskies-back-in-the-big-east-2021-bonanza/

MAGAZINE.UCONN.EDU
Huskies Back in the Big East 2021 Bonanza",2021-11-08 13:01:02,The Big East fields 22 sports. Five of them we don't play::: so how out the 17 sports we do play::: we won 7 championships. That is pretty impressive!,Looking forward to seeing them again.,thanksgiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No such thing as Sunday Scaries on a campus like this!

Photograph from Horsebarn Hill by Milton Levin.",2021-11-07 22:03:09,Spectacular shot of my favorite spot from college days.,"As my daughter was taking the bus back to UConn tonight::: I texted her and said::: ""When you get on the highway::: look back at the sunset."" It was amazing in Hartford::: too.",😀😀😀😀😀,This. Is. Stunning!,Jeffrey Stebbins,Nice! Now I want dairy bar ice cream 🍨,Beautiful picture!!!,Hannah Surdis omg,Absolutely Gorgeous!!,Beautiful,Spectacular!!,"Wow absolutely GORGEOUS!!!!!!!
😍😍😍✨",AMAZING,technectechnec thanksgiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Office of Student Financial Aid Services has launched a podcast series to answer all of your questions about the world of financial aid. Catch up on all of the episodes::: including the latest – Consortium Agreements and Federal Loans – on their website. https://financialaid.uconn.edu/uconnfa_podcast/,2021-11-05 15:04:07,"University of Connecticut 🆚 University of New Hampshire | American Collegiate Hockey Association (ACHA)
📆 Sunday::: November 07::: 2021
⏰ 𝐈𝐓'𝐒 𝐆𝐀𝐌𝐄𝐃𝐀𝐘
🎟 www.sportscente
r.oyageuy.com/
hockey.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aysha Mahmood '14 (CLAS) works for the Born this Way Foundation::: the nonprofit co-founded by Lady Gaga and her mother::: Cynthia Germanotta. Her job is to make kindness cool through editing the foundation's Channel Kindness – a digital platform featuring stories about young people changing the world for the better.

Learn more in #UConnMag. https://magazine.uconn.edu/2021/10/14/cool-to-be-kind/

MAGAZINE.UCONN.EDU
Cool to be Kind",2021-11-05 12:07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Diwali::: UConn Nation!,2021-11-04 21:18:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There's no wedding quite like a UConn wedding!

📷 Meghan Miller '18 (CLAS) and Stephen Porcello '18 (CLAS::: BUS)

📷 Heather Grove '15::: '16 (Neag) and Jeffrey Russell '12::: '13 (Neag)

📷 Sara Antonicelli '15 (BUS) and Alex Stevenson '14 (CLAS)

📷 Alexxis Letizia '14::: '15 (SFA) and Matt Murray '15 (BUS)

📷 Carmen Huang '18 (BUS) and Andy King '15 (CLAS)

📷 Melissa Durkin '15 (CLAS) and Chris Dionne '15 (ENG)",2021-11-04 14:05:52,As somebody who had a UCONN wedding 35 years ago - I just LOVE seeing these 👰🏼🤵💍🥂♥️♥️♥️♥️♥️,Alexa Barbino,UConn - Me too! Lea Lavoie '15 (CLAS) and Michael DiStasio'15 (CLAS),The most beautiful couple & most beautiful wedding!!! Meghan Porcello Stephen Porcello 🥺,Heather Lynn,Paul Russell Michele Taf Russell,Jessica Buzzotta Justin Buzzotta,Matt Murray,Billy Oldach !!,"Absolutely fabulous!Congra
tulations to all! 😍",We met at uconn freshman year and he proposed at graduation ☺️ CLAS ‘12 — congrats uconn lovebirds!!,Carmen Huang Ahhh karmen!!! 🥳🥰🥳🥳,Thanks for sharing. Weddings are the best,Emily Getler Chris Rago,💙,Maggie Brien,LuAnne Marianella Porcello look what UCONN just posted!,MacKenzie Considine,Love this!,Miranda Lin omg my friends,Daniel Wu ya didnt make the cut,❤❤❤❤❤❤❤❤❤❤❤ congratulations,Joel Castle we can have Jonathan the husky officiate,Olga Limary Alvarez Rios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On this episode of Ask Dr. Andy::: Interim President Dr. Andy Agwunobi answers your questions about being a UConn student::: getting involved on campus::: and choosing an ice cream flavor at the Dairy Bar.,2021-11-03 15:34:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former UConn President and current professor in Political Science::: Susan Herbst::: has written a book investigating why public opinion pollsters seem to get things wrong these days. Learn more in the Fall '21 edition of #UConnMag. https://magazine.uconn.edu/2021/10/14/who-is-the-public-in-public-opinion/,2021-11-02 16:07:03,"Need an original essay? 🤔 Order here and get a discount! 👇
https://
write-paper-for-
me.online/
place-new-order?
rt=kyh1QMik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Through her involvement in UConn’s Peter J. Werth Institute for Entrepreneurship and Innovation F3 Experience program::: sophomore Allie Davenport has created StarMind – a company inspired by starfish and their ability to regenerate limbs after trauma. StarMind's first project::: The Guide::: is an interactive journal focused on mental wellness and ""small wins."" https://today.uconn.edu/2021/11/starfish-and-small-wins-uconn-sophomore-launches-brand-focused-on-mental-health-self-development/

TODAY.UCONN.EDU
Starfish and Small Wins: UConn Sophomore Launches Brand Focused on Mental Health::: Self-Development - UConn Today",2021-11-02 12:09:01,Allie I would love to thank you for helping me understand what happens to me when I pass out. Throat constricts I wease and hard to get oxygen threw my throat. Now I know what is happening and can alert people around me. When I did some tease arch it sounds like VCD or Vocal Cord Dysfunction is my problem which is close to yours. Thank you for sharing 🥰,Allie Davenport doing big things!!!,"Deff add it to The Key Bookstore: https://
www.keybookstore
.com/
become-a-vendor/
?v=893f26889d1e",This is awesome::: Allie!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ever thought about how tiny little mites get around to different flowers for food? No? Laura Bizzarri of Ecology and Evolutionary Biology has::: and she's found that these ""nectar robbers"" travel on hummingbirds to reach their destination – similar to how humans travel on airplanes. https://today.uconn.edu/2021/11/boarding-pass-deciphering-the-travel-habits-of-mite-y-nectar-robbers/

TODAY.UCONN.EDU
Boarding Pass: Deciphering the Travel Habits of 'Mite-y' Nectar Robbers - UConn Today",2021-11-01 18:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pratt & Whitney has announced a scholarship program::: designed to build a more diverse engineering workforce::: that will benefit incoming UConn Engineering students. Awardees will receive funding::: a summer internship::: senior design project::: and mentorship and professional development opportunities through Pratt & Whitney. https://today.uconn.edu/2021/11/new-pratt-whitney-scholars-program-to-benefit-uconn-engineering-students/

TODAY.UCONN.EDU
New Pratt & Whitney Scholars Program to Benefit UConn Engineering Students - UConn Today",2021-11-01 11:54:02,We’re excited about this new initiative designed to increase diversity within the field of engineering!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Halloween::: UConn Nation!,2021-10-31 15:41:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We had a great time kicking off Halloweekend at Wilbur Cross this morning 🎃,2021-10-29 18:15:25,Awesome!,"now that CCSU offers a BGS major maybe I can graduate after waiting 20 years with 128 credits. https://
www2.ccsu.edu/
program/
GeneralStudies_B
GS Uconn would not let me transfer because of in residence requirements and uconn won't accept CLEP exams. CCSU requires 15 credits above 300 level where UCONN requires 30 credits above 200 level. I only have 6 credits above 300 level but 28 above 200 level so I get screwed again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hallmark holiday movie enthusiasts – did you catch all of the UConn references in ""You::: Me::: and Christmas Trees""? Mark Brand::: professor of horticulture and plant breeding in the College of Agriculture::: Health::: and Natural Resources::: advised screenwriter Julie Sherman Wolfe on Christmas tree growing and real world problems growers may face. And::: one of the stars was written to be a UConn Extension Director. https://today.uconn.edu/2021/10/uconn-professor-advises-hallmark-channel-holiday-movie/",2021-10-29 12:13:12,I ❤️ Hallmark movies!,Yes we did! A UConn arborist saving evergreen trees! 🎄,I saw the movie and loved all the UCONN references!,I sure did!!! Loved it. ❤️,I did... so cute and Danica Mckeller played her. Her office did look a little fancier than most offices I've seen on campus though lol,Yes.,Grace Giambi,Cassandra Chiles thought you might enjoy this,"Julee Rountree Sharrow
This is for you 😊",Joan Ouellette Sullivan make sure to add this one to your list!,Charlene Van Buiten Jessie Van Buiten,Sophia Carlson,Marie OMG what!!!,Loved it.,Great place. Lovely picture,I did watch the movie! You could tell the offices were not filmed at UConn!,I saw it 👍 🌲,How cool!,I saw that program,Omg Emily Kleschinsky,Katherine Rondeau Pitcher!!!,Jennifer Barry,Nicole Jacques,"3Wishes Women’s Empowerment Scholarship
Get more at https://
www.helptostudy.
com/
3wishes-womens-e
mpowerment-scho
larship/
Application Deadline: November 30::: 2021
#helptostudy #Students #USA #University #Scholarships",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
